key,source,target
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_030_Josephine_001_DialogueStr,"Huh? I don't think there's anything more we need to discuss for now.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_040_Dwarf_001_DialogueStr,"I'm busy doing some maintenance at the moment, my friend.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_050_Dwarf_001_DialogueStr,"I'd like to meet Marcia at the Observatory",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_050_Dwarf_002_DialogueStr,"Haha, were you hoping to go up to see the ^<c=@MK_D_Dialogue>Observatory^</c>? As you can see, the ladder is under repair. It will take some time to fix it properly.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_050_Dwarf_003_DialogueStr,"There's got to be another way.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_050_Dwarf_004_DialogueStr,"Maybe you can fly down to the Observatory if you can jump from that lofty ^<c=@MK_D_Dialogue>hill^</c> there? Haha, you're not really going to try that, are you?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_060_Dwarf_001_DialogueStr,"A way up to the Observatory? Unless you jump down from that high ^<c=@MK_D_Dialogue>hill^</c>, there isn't one. Haha, I'm just kidding, my friend!",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_070_MarciaRichill_001_DialogueStr,"If it's not urgent, you'd best come back later. I can't take any focus away from tracking Queen Bellandir's movements.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_080_MarciaRichill_001_DialogueStr,"I've never seen you before. What brings you here?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_080_MarciaRichill_002_DialogueStr,Your plan to defeat Queen Bellandir is bound to fail.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_080_MarciaRichill_003_DialogueStr,"So what you're saying is that Queen Bellandir is a monster that can't be beaten, and I should give up and stop trying.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_080_MarciaRichill_005_DialogueStr,"I don't know why a complete stranger like you is so concerned for my safety, but what do you think we're doing here?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_080_MarciaRichill_006_DialogueStr,"Everyone who's ever lived in this area has lost something precious because of Queen Bellandir. They still are.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_080_MarciaRichill_007_DialogueStr,"We're fighting so that this tragedy finally ends. I've made a detailed plan. If you don't trust me, you can look at the ^<c=@MK_D_Dialogue>journal ^</c>in my barracks.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C02_090_MarciaRichill_001_DialogueStr,"Do you have any more to say? If it's about canceling the mission, just drop it.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_000_MarciaNote_001_DialogueStr,"Somebody's journal is there. I shouldn't read it without permission from the owner.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_000_WoodSword_001_DialogueStr,"There's worn wooden sword on one side of the barracks. It seems to have been made with a lot of care.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_001_MarciaNote_001_DialogueStr,The Old Journal contains ^<c=@MK_D_Dialogue>plans^</c> to attack Queen Bellandir and information related to the investigation.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_001_MarciaNote_002_DialogueStr,"The front page of the journal is deeply engraved with the author's desperate determination.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_001_MarciaNote_003_DialogueStr,"""I, Marcia Richill, swear on my life to defeat Queen Bellandir, who killed my father."" Beneath it, in smaller letters it says, ""^<c=@MK_D_Dialogue>Together with the Hero's Sword my father forged for me...^</c>""",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_002_WoodSword_001_DialogueStr,"A toy sword is on one side of the barracks. It's an old well-used wooden sword.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_002_WoodSword_002_DialogueStr,"The handle of the sword is engraved with a worn, almost invisible text.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_002_WoodSword_003_DialogueStr,"""^<c=@MK_D_Dialogue>A heroic sword to protect my beloved daughter, Marcia.^</c>""",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_002_WoodSword_004_DialogueStr,"It seems like it will be difficult to persuade Marcia at the moment. Let's go back to Glenn for now and explain the situation.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_001_DialogueStr,There you are! Did you meet with Marcia? Did she agree to stop pursuing Queen Bellandir?,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_002_DialogueStr,Her resolve is certainly formidable.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_003_DialogueStr,"Good heavens... Now what do I do? Who knows what might happen to Marcia if I just leave things like this. Knowing her, she'll likely end up trying to fight Queen Bellandir head-on.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_004_DialogueStr,"We should help her if she can't be convinced.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_005_DialogueStr,"Yes... That's a better approach. I should help my daughter so that she isn't put in danger. But how?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_006_DialogueStr,Hmm... There is that ^<c=@MK_D_Dialogue>trap^</c> Marcia set. I wonder if we can lure the beast there...,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_007_DialogueStr,"That's not a bad idea.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_008_DialogueStr,"What? I wasn't serious! Now that I think about it, ^<c=@MK_D_Dialogue>luring^</c> the beast would be too risky. An ambush could just as easily put us at a disadvantage. How could we even bait a giant monster like that?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_009_DialogueStr,I met Josephine Craft at the oasis recently...,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_010_DialogueStr,"I didn't realize someone so skilled was nearby! If anyone could find a way to help my daughter, it'd be Josephine Craft!",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_011_DialogueStr,"I'll go see her myself.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_010_GlennRichill_012_DialogueStr,"I know I'm overstepping myself here, but... I need you to do this one last favor.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C03_020_GlennRichill_001_DialogueStr,Did you meet the Wizard ^<c=@MK_D_Dialogue>Josephine^</c> of Moonlight Oasis? What did she say? Is there any way to help my daughter?,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_001_DialogueStr,Oh? We meet again. You look like you have something important to tell me.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_003_DialogueStr,"Ah, I see... If that is the intent of the raid group, I would like to lend them my strength.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_004_DialogueStr,"So, you mean to ^<c=@MK_D_Dialogue>bait^</c> Queen Bellandir to ensure the safety of the raid group, right? Well... I think there is a way we can do that...",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_005_DialogueStr,"Oh! Come to think of it, Clay wrote in one of his books that ""Queen Bellandir is attracted to ^<c=@MK_D_Dialogue>strong mana^</c>.""",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_006_DialogueStr,"He also wrote, ""The Potent Sandworm Poison Sac can be utilized as raw material for mana production.""",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_007_DialogueStr,"With the Potent Sandworm Poison Sac and Magic Amplification Gear, you can create a ^<c=@MK_D_Dialogue>device^</c> that emits mana to attract Queen Bellandir.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_008_DialogueStr,"If that doesn't work, you'll have to resort to your own devices to lure her over to you.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_009_DialogueStr,"Wait, what do you mean?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_010_DialogueStr,"It's true that power can be used to detect other power that comes from ^<c=@MK_D_Dialogue>the same source^</c>. Did you know that?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_011_DialogueStr,"Queen Bellandir's power was derived from a ^<c=@Codex_AD_HN>Star Fragment^</c>. Fundamentally, the same as your own.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_012_DialogueStr,A Star Fragment? Tell me what you know of them.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_013_DialogueStr,"So you really didn't know. Star Fragments themselves are nothing more than a pure form of power.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_014_DialogueStr,"If someone with evil intent uses one, they can make a monster as fearsome as Queen Bellandir. I'm sure that there are more monsters in this world created from Star Fragments.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_015_DialogueStr,I see...,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C08_010_Josephine_007_DialogueStr,I see...,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_017_DialogueStr,"Let's try making a luring trap first. While I'm away looking for the Lure Magic Schema, go collect Bristled Armadillo Scales and Potent Poison Sacs.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_019_DialogueStr,Where might I obtain Bristled Scales?,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_020_DialogueStr,"You can easily find plenty of ^<c=@MK_D_Dialogue>Armadillos^</c> in the Moonlight Desert. But if you defeat them recklessly, the scales will end up getting ruined.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_021_DialogueStr,"First, make sure they're stunned by the ^<c=@MK_D_Dialogue>trap^</c> before you go to kill them. That way, you'll be able to get the Bristled Scales in good condition.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_022_DialogueStr,You mentioned Potent Poison Sacs. Where can I find those?,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_023_DialogueStr,"Sandworms make stronger poison when they are ^<c=@MK_D_Dialogue>young^</c>. But it's difficult to quietly sneak up on them because they're so wary.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_010_Josephine_024_DialogueStr,There is a ^<c=@MK_D_Dialogue>Resistance force^</c> that guards Sandworm Hatchery near its Lair. Maybe we could ask them for help.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_020_Josephine_001_DialogueStr,You can find Bristled Armadillo Scales in the ^<c=@MK_D_Dialogue>Moonlight Desert^</c> and Potent Sandworm Poison Sac in the ^<c=@MK_D_Dialogue>Sandworm Lair^</c>.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_020_Josephine_002_DialogueStr,Pristine Bristled Scales can only be obtained from trapped ^<c=@MK_D_Dialogue>Armadillos^</c>.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C04_020_Josephine_003_DialogueStr,"You'll find ^<c=@MK_D_Dialogue>Potent Poison Sacs^</c> from Baby Sandworms. You can ask for help from a Resistance guard at the Sandworm Hatchery.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_ResistanceReport_001_DialogueStr,This is a Resistance operation plan to counter the Sandworm threat.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_ResistanceReport_002_DialogueStr,Examine the plan,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C10_010_ResistanceReport_002_DialogueStr,Examine the plan,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C10_070_ResistanceReport_001_DialogueStr,Examine the plan,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_ResistanceReport_003_DialogueStr,It describes the Potent Poison Sac. This could be helpful.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_ResistanceReport_004_DialogueStr,"""Procuring Potent Baby Sandworm Poison Sacs""",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_ResistanceReport_005_DialogueStr,"""Baby Sandworms consider everything except Desert Rhinoceros Scarabs and Toximaw Worker Spider enemies. Must use Shapeshift""",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_ResistanceReport_006_DialogueStr,Read the report.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_ResistanceReport_007_DialogueStr,"If you catch a Baby Sandworm, you can acquire a Potent Poison Sac. Due to its characteristic habits, it would be best to approach using a Shapeshift.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_Resistance_001_DialogueStr,"This is a Sandworm Hatchery. It's a dangerous place, so you should leave.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_Resistance_002_DialogueStr,"I'm here to gather some Potent Poison Sacs.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_Resistance_003_DialogueStr,"You're looking for Poison Sacs? Then, you'll need to find Baby Sandworms. But they are very sensitive and it'd be difficult to approach them. Hey, do you know how to ^<c=@MK_D_Dialogue>Shapeshift^</c>?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_Resistance_005_DialogueStr,"Good, maybe you could shapeshift yourself into an ^<c=@MK_D_Dialogue>insect^</c>. You know what? If you promise to help me, I will guide the way.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_Resistance_007_DialogueStr,"Good. I'll brief you the details after we get in. Let's go, while no one is around.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_010_Resistance_008_DialogueStr,"Get in now, before someone sees us.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_020_ResistanceReport_001_DialogueStr,Read the report again.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_020_ResistanceReport_002_DialogueStr,"""The Poison Sac of a Baby Sandworm may be small, but its poison is more potent than an adult's.""",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_020_ResistanceReport_003_DialogueStr,"""Baby Sandworms are sensitive, and tend to hide when they sense an enemy approaching. The only creatures they do not recognize as enemies are Desert Rhinoceros Scarabs and Toximaw Worker Spiders.""",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_020_ResistanceReport_004_DialogueStr,Summarize the report.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C10_010_ResistanceReport_007_DialogueStr,Summarize the report.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_020_ResistanceReport_005_DialogueStr,"If you catch a Baby Sandworm, you can acquire a Potent Poison Sac. Due to its characteristic habits, it would be best to approach using a Shapeshift.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_030_Resistance_001_DialogueStr,You can get ^<c=@MK_D_Dialogue>Potent Poison Sacs^</c> from Baby Sandworms. Shapeshift into an insect and approach them.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_030_Resistance_002_DialogueStr,"What I need is a ^<c=@MK_D_Dialogue>Sandworm Egg^</c> that is about to hatch. You'll find it while you're hunting Baby Sandworms. I'll leave it to you, then.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_060_Resistance_001_DialogueStr,"Darn, I shouldn't have come here! Let's get out of here before more of them come!",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C05_070_Resistance_001_DialogueStr,"Phew... that was close. Hey! Let's keep this a secret between us, okay?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_001_DialogueStr,"You're back just in time. I found the right magic Schema that we can use for the bait. Since you have all the ingredients I mentioned, let's get started right away.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_002_DialogueStr,"First, put the Potent Sandworm Poison Sac over here, apply it to the Armadillo Scales... Finish by carving the magic schema on the Elemental Fusion Stone, and... Huh?!",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C08_010_Josephine_002_DialogueStr,"Here's the materials.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_003_DialogueStr,Is something wrong?,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_004_DialogueStr,"Failed. Hmph, hard to believe I made a mistake. It must be the fusion stone.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_005_DialogueStr,"Elemental Fusion Stones are riddled with ^<c=@MK_D_Dialogue>impurities^</c>, making it difficult to use them for complex Schema like the magic Schema for attracting monsters.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_006_DialogueStr,Can it be fixed?,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_007_DialogueStr,Naturally. We just need to make a pure ^<c=@MK_D_Dialogue>Elemental Fusion Stone^</c> that can be engraved with any Schema.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_008_DialogueStr,"I'll prepare everything else, so please get me the required materials. We are going to need some Moonlit Sand Crystals and Cactus Water.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_010_Josephine_009_DialogueStr,"^<c=@MK_D_Dialogue>Sand Crystals^</c> are available in the highlands around the Sandworm Lair, and ^<c=@MK_D_Dialogue>Cactus Water^</c> is available south of the Moonlight Desert.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_020_Josephine_001_DialogueStr,I need the Cactus Water and the Moonlit Sand Crystals.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_020_Josephine_002_DialogueStr,The Round Cactus is native to the south of the ^<c=@MK_D_Dialogue>Moonlight Desert^</c>. Look around there.,
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_020_Josephine_003_DialogueStr,"You need to collect five types of Moonlit Sand Crystals, all of which can be found in the highlands around the ^<c=@MK_D_Dialogue>Sandworm Lair^</c>.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C06_020_Josephine_004_DialogueStr,"You have the power of the Star Fragment, so it should be fairly easy. Just morph into a bird and ^<c=@MK_D_Dialogue>glide^</c>, and you'll be able to get there easily.",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C08_010_Josephine_001_DialogueStr,"I've been waiting. Did you get the materials yet?",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C08_010_Josephine_003_DialogueStr,"We need to make it quickly before impurities corrupt the materials. First we grind the Moonlit Sand Crystals and spread the dust on a heated plate... Then, we infuse the Wind Element into the Cactus Water and let it flow...",
TLDialogue_L03_Adv_07/D_L03_Codex_02_C08_010_Josephine_004_DialogueStr,"This hardens it to complete the pure Elemental Fusion Stone... Now we engrave a Magic Schema for luring monsters and put the stone in the device...! There, it's a success.",
